Query_Doc@Source_Doc,Query_Sentence,Source_Sentence,Cosine_Similarity_Score
Waltonchain.docx@Propy.docx,"the blockchain is a decentralized transaction record & storage technology based on cryptographic principles; with a distributed point-to-point network, it can achieve the permanent storage of orderly transaction record which is undeletable, tamper-resistant, open and traceable, so it is recognized as the best choice to meet the above challenges.","a blockchain is a type of shared database, the contents of which are verified and agreed upon by a network of independent actors.",0.832468569
PowerLedger.docx@RealTract.docx,"smart contracts not only define the terms and conditions around an agreement in the same way that a traditional contract does, but also provide enforcement of those obligations.","a smart contract is a special protocol intended to contribute, verify or implement the negotiation or performance of the contract.",0.832412064
PowerLedger.docx@RealTract.docx,"smart contracts
on-chain computer code or “smart contracts” are computer protocols that facilitate, verify, or enforce the performance of a contract making a contractual

clause unnecessary.","smart contract 1.0

smart contract basically refers to the self-executing computer program or protocol to digitally facilitate, verify, and enforce the performance of a contract automatically as per the rules defined in the contract without third parties under specified conditions.",0.832332611
TheForceProtocol.docx@KuCoin.docx,"prospects and opportunities for open finance

currently, the global cryptocurrency market value is about 200 billion us dollars, and the highest market value has reached 830 billion us dollars.","background


by august 2017, market value of the global cryptocurrencies has reached $100 billion; meanwhile the worldwide daily exchange volume has reached an astonishing $5 billion.",0.832285404
QuarkChain.docx@Nework.docx,such risks may subsequently materialize as unanticipated variations or combinations of the risks discussed in this list of risk factors.,"in addition, other risks may also appear suddenly or in a combination of the several types of risks already mentioned.",0.83223331
AtlasProtocol.docx@Gifto.docx,"since 2013, hitters has founded bitsclub (the very ﬁrst blockchain/bitcoin community in china), ico365 (one of the largest ico platforms) and fbg capital (one of the earliest crypto funds).","since 2013, he has founded ico365, bitsclub (the first blockchain/ bitcoin innovation community in china), antshares (the first blockchain in china), fbg (the first fund dedicated to blockchain in china), gempay (the first bitcoin/blockchain cross-border payment platform in china).",0.832209885
Primas.docx@Bottos.docx,"marketing and public relations committee:

marketing and public relations committee, aiming to serve the community, is responsible for the marketing of primas products and services as well as the promotion and publicity of open source project.","marketing &public relations committee

the goal of the committee is to serve the community and be responsible for promoting the bottos technology, products, open source projects, etc.",0.832057118
Burst.docx@Credits.docx,"a smart contract is a procedural way, usually done by a computer program, to facilitate, verify, or enforce the negotiation




or performance of a contract.","smart contracts
introduction
a smart contract in the credits system is an electronic algorithm that describes a set of conditions by which actions and events in the real world or digital systems can be associated.",0.831974924
Ethereum_original.docx@NAGA.docx,"ethereum

the intent of ethereum is to merge together and improve upon the concepts of scripting, altcoins and on-chain meta-protocols, and allow developers to create arbitrary consensus-based applications that have the scalability, standardization, feature-completeness, ease of development and interoperability offered by these different paradigms all at the same time.","ethereum

launched in 2015, ethereum is a decentralised software platform that enables smart contracts and distributed applications (d-apps) to be built and run without any downtime, fraud, control or interference from a third party.",0.831957221
Vidy.docx@OST.docx,this overview does not constitute a prospectus nor offer document of any sort and is not intended to constitute an offer or solicitation of securities or any other investment or other product in any jurisdiction.,"this overview does not constitute a prospectus nor offer document of any sort and is not intended to constitute an offer or solicitation of securities or any other investment or other product in any jurisdiction.฀
no advice: this ost technical white paper does not constitute advice to purchase any ost nor should it be relied upon in connection with, any contract or purchasing decision.฀
no representations: no representations or warranties have been made to the recipient or it advisers as to the accuracy or completeness of the information, statements, opinions or matters (express or implied) arising out of, contained in or derived from this overview or any omission from this document or of any other written or oral information or opinions provided now or in the future to any interested party or their advisers.",0.831952453
Sweetbridge.docx@LIFE.docx,"she understands strategic talent needs, possesses market and functional expertise, builds relationships with sourcing leads, and serves as a candidate advocate.","she is especially adept at helping clients to identify opportunities, build brand
reputation and leading a team to provide valuable and measurable results.",0.831891
Verge.docx@LindaCoin.docx,stealth addresses prevent outputs from being associated with wallet addresses by effectively allowing users to transact outside of the publicly viewable blockchain.,"stealth addresses are an incredibly powerful tool for any cryptocurrency that implements them, reassuring users that their transactions cannot be traced.",0.831583798
WaykiChain.docx@CyberVein.docx,"the blockchain technology can provide bases to solve such problems, optimizing the approaches and methods adopted by people to allow people to deal with trust, security and privacy.","at ﬁrst glance it appears that blockchain technology is an ideal tool to solve both of the problems stated above: the questionable trust-relationship between data producers, handlers, and consumers; as well as the lack of economic incentives to maintain vast, resource intensive data sets in the public domain.",0.831574917
PRIZM.docx@Nxt.docx,"blocks are scanned as they are received from other nodes, and in cases where a block check is not performed, the nodes can be ""black­ listed"" temporarily to prevent the dissemination of invalid block data.","blocks are validated as they are received from other nodes12, and in cases where block validation fails, nodes may be “blacklisted”temporarily to prevent the propagation of invalid block data.",0.831555247
PayPie.docx@Populous.docx,"for example, if a smart contract can be written between an investor and an invoice seller to say that once the seller is victorious in reaching a particular credit score in the paypie platform, 80% of the funds will be released to the invoice seller.","for example, if a smart contract is written between an invoice seller and an invoice buyer to say that once the invoice buyer is victorious in a crowd funding process, 80% of the funds will be released to the invoice seller, a smart contract would automatically disburse payment once conﬁrmation is entered into a distributed ledger that the crowd-funding process as closed.",0.831519246
PayPie.docx@SunContract.docx,a smart contract is a computer process that is stored on the blockchain and automatically carries out predetermined functions once a triggering event has occurred.,"smart contracts are blockchain-based programs that aim to provide trust and security superior to traditional contract law and to reduce other transaction costs associated with contracting while also saving a lot of time, since they are executed as soon as agreed by all participants .",0.831477404
SwftCoin.docx@Blocktix.docx,smart contracts aim to provide security that is superior to traditional contract law and to reduce other transaction costs associated with contracting.,this approach reduces the complexity of the interaction with smart contracts and provides an additional layer of security minimizing the possibility of fraud or malicious third party interference with the application due to the standardization of contracts.,0.831430018
QunQun.docx@UNUS_SED_LEO.docx,"you are cautioned not to place undue reliance on these forward-

looking statements given that these statements involve known and unknown risks, uncertainties and other factors that may cause the actual future results to be materially different from that described by such forward-looking statements.","such forward-looking statements or information involve known and unknown risks and uncertainties, which may cause actual events to differ materially.",0.83142674
QunQun.docx@QuarkChain.docx,"where this whitepaper includes information that has been obtained from third party sources, the foundation and/or the qunqun team have not independently veriﬁed the accuracy or completion of such information.","where this whitepaper includes information that has been obtained from third partysources, thefoundationand/orthe quarkchainteam have not independently verified the accuracy or completion of such information.",0.831419945
shyft-network-inc-whitepaper_v4.1.docx@Grid+.docx,"in this whitepaper, words such as “may”, “would”, “could”, “will”, “likely”, “believe”, “expect”, “anticipate”, “intend”, “plan”, “estimate” and similar words and the negative form thereof are used to identify forward-looking statements.","forward-looking statements may include the words “may,” “will,” “could,” “should,” “would,” “believe,” “expect,” “anticipate,” “estimate,” “intend,” “plan” or other words or expressions of similar meaning.",0.831169009
Shyft.docx@Grid+.docx,"in this whitepaper, words such as “may”, “would”, “could”, “will”, “likely”, “believe”, “expect”, “anticipate”, “intend”, “plan”, “estimate” and similar words and the negative form thereof are used to identify forward-looking statements.","forward-looking statements may include the words “may,” “will,” “could,” “should,” “would,” “believe,” “expect,” “anticipate,” “estimate,” “intend,” “plan” or other words or expressions of similar meaning.",0.831169009
Bulwark.docx@ColossusXT.docx,"acknowledgements

bulwark would not have been possible without the prior works of the respective bitcoin, peercoin, blackcoin, talkcoin, dash and pivx teams.","acknowledgements
colossus xt would not have been possible without the prior works of the respective bitcoin, peercoin, blackcoin, talkcoin, dash and pivx teams.",0.831129193
PRIZM.docx@Nebulas.docx,"about of transactions per day

by the end of 2013, thenumber of transactions processed in the bitcoin network reached a maximum of 70,000 per day, which is about 0.8 transactions per second (tps).","in contrast to visa's peak of 24,000 transactions per second, the bitcoin network's theoretical maximum capacity with the 1mb block size limit sits between 3.3 to 7 transactions per second.",0.831067979
RealTract.docx@Constellation.docx,"instead of increasing prices when latency is high, commas with low reputation scores will be throttled; their transactions processed with lower priority.","instead of increasing prices when latency is high, memes with low reputation scores will be throttled; their transactions processed with lower priority.",0.830941677
IoTeX.docx@Burst.docx,"practical byzantine fault tolerance
practical byzantine fault tolerance (pbft) was proposed by castro and liskov [7] in 1999 as an efficient and attack-resistant algorithm for reaching agreements in a distributed asynchronous network.",byzantine fault tolerance (bft) is achieved if the non-malicious nodes have a majority agreement on their strategy like handling or default values for missing or corrupted messages.,0.830916524
Carry.docx@MediBloc.docx,"accordingly, this whitepaper therefore, does not, and is not intended to, constitute a prospectus, profile statement, or offer document of any sort, and should not be construed as an offer of securities of any form, units in a business trust, units in a collective investment scheme or any other form of investment, or a solicitation for any form of investment in any jurisdiction.","this whitepaper does not constitute a prospectus or disclosure document and is not an oer to sell, nor the solicitation of any oer to buy any investment or nancial instrument in any jurisdiction.",0.830823064
SwissBorg.docx@UNUS_SED_LEO.docx,"no information or materials published on this document constitutes a solicitation, an offer, or a recommendation to buy or sell any investment instruments, to effect any transactions, or to conclude any legal act of any kind whatsoever the content of this document should not be considered as financial advice in any circumstance.","nothing in this document shall be deemed to constitute a prospectus of any sort or a solicitation for investment, nor does it in any way pertain to an offering or a solicitation of an offer to buy any securities in any jurisdiction.",0.830682874
Carry.docx@CertifiedDiamondNetwork.docx,"no person is bound to enter into any contract or binding legal commitment in relation to the sale and purchase of carry tokens (""cre"") and no payment is to be accepted on the basis of this whitepaper.","no person is bound to enter into any contract or binding legal commitment in relation to the acquisition of dpt, and no virtual currency or other form of payment is to be accepted on the basis of this whitepaper.",0.830677688
Zebi.docx@Bodhi.docx,"this whitepaper (“whitepaper”) does not constitute a prospectus or offer document and is not intended to constitute an offer of securities or a solicitation for investment in securities in any jurisdiction, and will not be registered under the us securities act of 1933 (the “us securities act”), the securities and futures act (cap.","this whitepaper is intended for general informational purposes only and does not constitute a prospectus, an offer document, or an offer of securities or a solicitation for investment.",0.830660105
Tap.docx@Eximchain.docx,"nothing contained in this whitepaper is or may be relied upon as a
promise, representation or undertaking as to the future performance or policies of the token issuer and/or its affiliates.","nothing contained in this whitepaper is or may be relied upon as a promise, representation or undertaking as to the future performance or policies of eximchain.",0.83028388
IoTeX.docx@ColossusXT.docx,"bitcoin, was introduced a year later, in 2009, published in the paper bitcoin: a peer-topeer electronic cash system [21] by satoshi nakamoto (alias).","3







the birth of bitcoin

the history of cryptocurrencies starts in the year 2009. satoshi nakamoto – a single researcher or, more likely, a group of anonymous researchers that have not been identified to date – published their seminal paper titled ""bitcoin: a peer-to-peer electronic cash system"" .",0.830262423
Unibright.docx@Icon.docx,smart contracts reside inside a blockchain and enable trusted transactions and agreements to be carried out among anonymous parties without the need for a central authority or enforcement mechanism.,"smart contract can allow transactions to be executed without trusted third party, and the blockchain technology, which previously remained as a mere ledger for transactions, was transformed into an application platform.",0.83018291
PRIZM.docx@Nxt.docx,"if all bitcoin mining rigs had ""mon­ arch"" levels, as described above and theywill not be until theyare upgradedtheywill representa pool of 30,000machinesworth more than$ 63 million.","if all bitcoin mining rigs had ""monarch"" levels of capability as described above which they will not, until they are upgraded they would represent a pool of 30,000 machines costing over $63 million usd and consuming over 10 megawatts of continuous power while running up an electricity bill of over $3.5 million usd per day51.",0.830095291
Orchid.docx@PoseidonNetwork.docx,"sybil attacks
in any open network, agents can create many fake identities, presenting as a large number of independent nodes which in fact are all actually colluding.","sybil attack

a malicious node may generate multiple sybil identities in an effort to gain more benefits or spoof the target network.",0.829991877
Sport_and_Leisure.docx@Egretia.docx,"all statements contained in this whitepaper, statements made in press releases or in any place accessible by the public and oral statements that may be made by the foundation and/or the sport and leisure team may constitute forward-looking statements (including statements regarding intent, belief or current expectations with respect to market conditions, business strategy and plans, financial condition, specific provisions and risk management practices).","all statements contained in this whitepaper, statements made in press releases or in any place accessible by the public and oral statements that may be made by the foundation, the distributor and/or the egretia team may constitute forward-looking statements (including statements regarding intent, belief or current expectations with respect to market conditions, business strategy and plans, financial condition, specific provisions and risk management practices).",0.829919338
Levolution.docx@INS.docx,"risks related to reliance on third parties

even if completed, the platform will rely, in whole or partly, on third-parties to adopt and implement it and to continue to develop, supply, and otherwise support it.","even if completed, the ins platform will rely, in whole or partly, on third parties to adopt and implement it and to continue to develop, supply, and otherwise support it.",0.829770684
ReddCoin.docx@DavinciCoin.docx,"proof of work
a proof-of-work (pow) is a piece of data which is costly to produce so as to satisfy certain requirements but is trivial to verify.",the proof of work(pow) is a competition based verification method that wastes significant amount of unnecessary computational power and has slow transaction speed.,0.829743683
PRIZM.docx@Nxt.docx,"the act of ""meet­ ing"" the block requires the consumption of the dignity of the coin age, and the net­ work determines the consensus by selecting the chain with the greatest total con­ sumed coin age.","the act of ""minting"" a block requires the consumption of coin age value, and the network determines consensus by selecting the chain with the largest total consumed coin age.",0.829712987
ZVCHAIN.docx@GXChain.docx,"homomorphic encryption is a form of encryption, which allows for computation on ciphertexts, generating an encrypted result which, when decrypted, matches the result of the operations as if they had been performed on the plaintext.","homogeneous encryption (he):
a form of encryption that allows computation on ciphertexts, generating an encrypted result which, when decrypted, matches the result of the operations as if they had been performed on the plaintext.",0.829702973
Centrality.docx@Crypterium.docx,"regulatory risk: regulation of digital tokens (including the cennz tokens) and token offerings such as this, cryptocurrencies (including ether), blockchain technologies, and cryptocurrency exchanges are relatively undeveloped and likely to rapidly evolve, and vary significantly among various jurisdictions and are subject to significant uncertainty.","regulatory risks

the blockchain technology, including but not limited to the issue of tokens, may be a new concept in some jurisdictions, which may then apply existing regulations or introduce new regulations regarding blockchain technology-based applications, and such regulations may conflict with the current crpt smart contract setup and crpt token concept.",0.829688668
PRIZM.docx@Nxt.docx,"the"" chance"" of cre­ ating a block by any account depends only on its current balance (which is the advan­ tage of each account), the time since the last block (which is shared by all forging ac­ counts) and the base target value (which is also common for all accounts







tokens
the initial em ission is 10 m illion pzm and the final amount is 6 b illion pzm.","an account’s ""chance"" to forge a block depends only on its effective balance (which is a property of each account), the time since the last block (which is shared by all forging accounts) and the base target value (which is also shared by all accounts).",0.829660892
Propy.docx@MedicCoin.docx,"a blockchain is a type of shared database, the contents of which are verified and agreed upon by a network of independent actors.","transparency: by its very nature, blockchain is a distributed database that is maintained and synchronized among multiple nodes – for example, by multiple counterparties who transact with each other frequently.",0.829520702
ChainGames.docx@LIFE.docx,"this document is not intended to be a prospectus, solicitation, inducement or offering for investment or the sale or issuance of securities or any interests or assets.","this white paper does not constitute a prospectus or offer document of any sort, and is not intended to constitute an offer of securities or a solicitation for investments in securities in any jurisdiction.",0.829488516
Primas.docx@LUXCoin.docx,"this document does not constitute and shall not be construed as a transaction offer or an invitation to transact any form of securities, neither is it a contract or promise in any form.",this white paper does not constitute a prospectus or offer document of any sort and is not intended to constitute an offer of securities or a solicitation for investment in securities in any jurisdiction.,0.829436064
Primas.docx@LUXCoin.docx,"this document does not constitute and shall not be construed as a transaction offer or an invitation to transact any form of securities, neither is it a contract or promise in any form.",this white paper does not constitute a prospectus or offer document of any sort and is not intended to constitute an offer of securities or a solicitation for investment in securities in any jurisdiction.,0.829436064
Unibright.docx@Ardor.docx,"knowledge required
the purchaser of unibright tokens undertakes that she/he understands and has significant experience of tokens, blockchain systems and services, and that she/he fully understands the risks associated with the token sale as well as the mechanism related to the use of tokens (incl.","knowledge required

the purchaser of jlrda token and the ignis token undertakes that (s)he/it understands and has significant experience of cryptocurrencies, blockchain systems and services, and that (s)he/it fully understands the risks associated with the token sale as well as the mechanism related to the use of cryptocurrencies (incl.",0.829405308
AgaveCoin.docx@CertifiedDiamondNetwork.docx,"in the event of a discrepancy, conflict, or other ambiguity with respect to this whitepaper ano any translation thereof, the english language version of the whitepaper shall govern any agreement.","this whitepaper may be translated into a language other than english and in the event of conflict or ambiguity between the english language version and transl ted versions of this whitepaper, the english language version shall prevail.",0.829243898
LINA.docx@Kin.docx,"this hybrid approach will help avoid network fees in transactions between users, avoid stress on the public network due to the large volume of transactions and improve the user experience in terms of responsiveness and latency.","this will (1) improve user experience due to latency, (2) avoid network fees when transacting between users, and (3) avoid stress on the public network due to large transaction volumes.",0.829212725
QuarkChain.docx@AllSports.docx,"you are cautionednottoplace undue reliance on these forward-looking statementsgiven that these statements involve known and unknown risks, uncertainties and other factors that may cause the actual future results to be materially different from that described by such forward-looking statements, and no independent third party has reviewed the reasonableness of any such statements or ass umptions.","you are cautioned not to place undue reliance on theseforward-­‐lookingstatementsgiventhatthesestatementsinvolveknownand unknown risks, uncertainties and other factors that may cause the actual future results

to be materially different from that described by such forward-­‐looking statements.",0.8291682
SelfSell.docx@Delphy.docx,"moreover, advancement in cryptography technologies and techniques, including but not limited to code cracking, developments of artificial intelligence and/or quantum computers, could be identified as risks to all cryptography-based systems including selfcoin blockchains and selfcoin platform.","advances in cryptography, such as code cracking, or technical advances such as the development of quantum computers, could present risks to all cryptography-based systems including delphy.",0.829080939
Entercoin.docx@PayPie.docx,smart contracts are therefore self-executing contracts with the terms of the contract between two or more contractual parties directly captured electronically using blockchain code.,a smart contract is a computer process that is stored on the blockchain and automatically carries out predetermined functions once a triggering event has occurred.,0.82902801
Entercoin.docx@RealTract.docx,"smart contracts
smart contracts enable the exchange of items of value in a transparent way while avoiding the services of a third-party.","smart contract 1.0

smart contract basically refers to the self-executing computer program or protocol to digitally facilitate, verify, and enforce the performance of a contract automatically as per the rules defined in the contract without third parties under specified conditions.",0.829016626
PLATINCOIN.docx@GXChain.docx,current throughput of bitcoin and other alternative cryptocoins is too low for a widespread adoption and varies between 3-10 transactions per second (tps).,"also, the current transaction speed of bitcoin is only 6 tps, which cannot satisfy the scalability and high-throughput demands of a public blockchain.",0.828997791
InternetNodeToken.docx@Centrality.docx,"besides the risks elaborated herein, there are also some risks which are unpredictable by the blockchain industry itself and the int team.","general risks:

the growth of the blockchain industry in general, as well as the blockchain networks on which the issuer rely, is subject to a high degree of uncertainty.",0.828914165
elrond-whitepaper.docx@Zilliqa.docx,"zilliqa
zilliqa is the first transaction-sharding architecture that allows the mining network to process transactions in parallel and reach a high throughput by dividing the mining network into shards.",the cornerstone in zilliqa’s design is the idea of sharding — dividing the mining network into smaller consensus groups called shards each capable of processing transactions in parallel.,0.828910589
Waltonchain.docx@Streamr.docx,"smart contract technology is developed by ethereum and has been applied in the electronic token release, electronic crowdfunding, electronic contracts, electronic equity distribution and other fields.",this mechanism is implemented as a smart contract which leverages the power of the ethereum network (see section 2.4.5 below).,0.828849494
GreenPower.docx@Levolution.docx,"the accuracy and level of operations of the blockchain are verified by qualified third parties, providing a high degree of transparency while also ensuring that the privacy of all participants of the system is well preserved.","due to the distributed and immutable state of the blockchain data, our users can be assured that their data is safe, payment operations are transparent and do not involve third-party control, and that identities are verified and managed securely, resulting in an optimized ito creation experience.",0.828786552
Centrality.docx@NAGA.docx,"regulatory risk: regulation of digital tokens (including the cennz tokens) and token offerings such as this, cryptocurrencies (including ether), blockchain technologies, and cryptocurrency exchanges are relatively undeveloped and likely to rapidly evolve, and vary significantly among various jurisdictions and are subject to significant uncertainty.","regulatory risks
blockchain technology, including but not limited to the issue of tokens, may be a new concept in some jurisdictions, which may then apply existing laws or introduce new regulations regarding blockchain technology-based applications, and such regulations may conflict with the current smart contract setup and token concept.",0.828730166
Komodo.docx@Hshare.docx,"a summary of the pow consensus mechanism
in short, the pow consensus mechanism, as designed by satoshi nakamoto, is currently the soundest method of blockchain security.","also, pow is the security mechanism that has been proved to be the most effective way to protect blockchain-based system.",0.828615427
PLATINCOIN.docx@Lympo.docx,"16

blockchain




blockchain is an open, distributed ledger that can record transactions between two parties efficiently and in a verifiable and permanent way.","blockchain is a distributed system which records and stores transaction records, in a fashion making it impossible to change the content of the transaction in a digital ledger.",0.828544557
Primas.docx@LIFE.docx,"this document does not constitute and shall not be construed as a transaction offer or an invitation to transact any form of securities, neither is it a contract or promise in any form.","this white paper does not constitute a prospectus or offer document of any sort, and is not intended to constitute an offer of securities or a solicitation for investments in securities in any jurisdiction.",0.82852453
QunQun.docx@AgaveCoin.docx,"this whitepaper may be translated into a language other than english and in the event of conﬂict or ambiguity between the english language version and translated versions of this whitepaper, the english language version shall prevail.","in the event of a discrepancy, conflict, or other ambiguity with respect to this whitepaper ano any translation thereof, the english language version of the whitepaper shall govern any agreement.",0.828466594
UNetwork.docx@Bodhi.docx,"all contributions will be applied towards the foundation’s objects, including without limitation promoting the research, design and development of, and advocacy for a decentralized, user-generated content-value driven prediction market ecosystem based on fairness and quality which provides a reasonable economic model to incentivise content creators, while also benefiting content customers and explorers, thus promoting the generation of high-quality content.","all contributions will be applied towards the foundation’s objects, including without limitation promoting and supporting research, design and development of, and advocacy for decentralised cryptographic or blockchain solutions to build transparent, free and reliable prediction markets, and influencing prediction markets through global engagement.",0.828465223
Cook-Whitepaper-3.docx@MediBloc.docx,"caution regarding forward-looking statements


this whitepaper contains certain forward-looking statements regarding the business we operate that are based on the belief of cook protocol as well as certain assumptions made by and information available to cook protocol.","caution regarding forward-looking statements
this whitepaper contains forward-looking statements or information (collectively ˑforward-looking statements˒) that relate to our current expectations of future events.",0.82845974
Ambrosus.docx@LunchMoney.docx,"this feature makes blockchain technology ideal for automated and transparent operations, allowing companies to meet their regulatory and compliance requirements in a cost-effective way.",this can be achieved via a blockchain technology platform that contains the necessary features for the customer as well as the business.,0.82842505
PRIZM.docx@Nxt.docx,"because the block data is distributed among the members (peers), forks (unauthorized chain fragments) are detected and dismantled by examining the cumulative complexity of the chains stored in each fork.","as block data is shared between peers, forks (non-authoritativechainfragments)aredetectedanddismantled by examining the chains’ cumulative difficulty values stored in each fork.",0.828424871
Envion.docx@Centrality.docx,this white paper does not constitute an offer to sell or a solicitation of an offer to buy a security in any jurisdiction in which it is unlawful to make such an offer or solicitation.,"not a retail securities offer
without limiting the generality of the preceding paragraph, this white paper (including the information contained in it and any information accompanying it) is not, and is under no circumstances to be construed as an offer to sell or issue, or a solicitation of an offer to purchase or subscribe for, any securities to any retail investor in any jurisdiction.",0.828278184
Stellar.docx@BOSAGORA.docx,"this paper introduces federated byzantine agreement (fba), a model for achieving decentralized consensus while preserving the traditional benefits of byzantine agreement.","appendix 1 : what is federated byzantine agreement

in 2015, professor david mazieres, head of stanford’s secure computer systems group, introduced an alternative to pbft called the stellar consensus protocol, or federated byzantine agreement(hereinafter fba), a decentralized alternative to existing consensus protocols such as pow or pbft.",0.828211606
Lunyr.docx@Levolution.docx,"in the event of any loss, there is no public insurer, such as the fdic, or private insurer, to offer recourse to the purchaser.","thus, in the event of loss or loss of utility value, there is no public insurer or private insurance arranged by token generator to offer recourse to purchaser.",0.828137279
Acala_Whitepaper.docx@Dai.docx,"once the debt ceiling for an asset is reached, no new cdp can be generated until some existing cdps are closed.","once enough debt has been created by a cdp of any given type, it becomes impossible to create more unless existing cdps are closed.",0.82808125
Sport_and_Leisure.docx@AllSports.docx,"sports information & community
the spread of sports industry, the exertion of its influence, and the interaction between ips and fans have all transferred to mobile internet in large numbers.","with the help of mobile internet's capability, social communities and networks of sports users in the world are built to further expand influence and user stickiness of sports industry at the same time.",0.828055978
B2BX.docx@CertifiedDiamondNetwork.docx,"its purpose is to provide important and detailed information to potential token holders, which will enable them to make a decision about the further acquaintance with the company and the primary offer of b2bx tokens with a view to their possible acquisition.",its sole purpose is to provide relevant and reasonable information to potential token holders in order for them to determine whether to undertake a thorough analysis with the intent of acquiring tokens.,0.827989936
Envion.docx@LUXCoin.docx,this white paper does not constitute an offer to sell or a solicitation of an offer to buy a security in any jurisdiction in which it is unlawful to make such an offer or solicitation.,this white paper does not constitute a prospectus or offer document of any sort and is not intended to constitute an offer of securities or a solicitation for investment in securities in any jurisdiction.,0.827937484
Envion.docx@LUXCoin.docx,this white paper does not constitute an offer to sell or a solicitation of an offer to buy a security in any jurisdiction in which it is unlawful to make such an offer or solicitation.,this white paper does not constitute a prospectus or offer document of any sort and is not intended to constitute an offer of securities or a solicitation for investment in securities in any jurisdiction.,0.827937484
StakeNet.docx@COSS.docx,"the publication, distribution, or dissemination of this white paper does not imply that the applicable laws, regulatory requirements, or rules have been complied with.","the publication, distribution, or dissemination of this white paper or any other document published by coss does not imply compliance with applicable laws or regulatory requirements.",0.827800989
Sport_and_Leisure.docx@QunQun.docx,"where this whitepaper includes information that has been obtained from third party sources, the foundation and/or the sport and leisure team have not independently verified the accuracy or completion of such information.","where this whitepaper includes information that has been obtained from third party sources, the foundation and/or the qunqun team have not independently veriﬁed the accuracy or completion of such information.",0.827795625
Levolution.docx@INS.docx,"risk of mining attacks

as with other decentralized cryptocurrencies, ethereum blockchain, which is used for tokens, is susceptible to mining attacks, including but not limited to double-spend attacks, majority mining power attacks, “selfish-mining” attacks and race condition attacks.","the blockchain used for the token smart contract which creates the ins tokens is susceptible to mining attacks, including double-spend attacks, majority mining power attacks, ""selfish-mining"" attacks, and race condition attacks.",0.827761531
TimeNewBank.docx@AcuteAngleCould.docx,"in terms of usage of the funding, the foundation will introduce third party audit firms to conduct formal financial auditing and regularly publish audit results, in order to ensure openness and transparency of where and how the funding is deployed.","the foundation will invite internationally renowned third-party auditors to audit and evaluate the use of funds, costs, profit distribution, etc.",0.82767427
UNUS_SED_LEO.docx@Centrality.docx,"this white paper is not an offer to sell, and is not soliciting an offer to buy, the unus sed leo tokens referenced herein.","for the avoidance of doubt, this white paper, and the information contained in it and any information accompanying it, are not, and are under no circumstances to be construed as an offer to sell or issue, or a solicitation of an offer to purchase or subscribe for, any scene tokens.",0.827623069
0x.docx@Centrality.docx,"appendix
erc20 token
establishes a standard contract abi for tokens on the ethereum blockchain and has become the de facto representation for all types of digital assets.","these tokens will be erc20 compatible, which support the interaction and standards with the existing infrastructure of the ethereum ecosystem.",0.827524662
Cook-Whitepaper-3.docx@Datum.docx,"restricted transmission

this whitepaper must not be taken or transmitted to any jurisdiction where distribution or dissemination of this whitepaper is prohibited or restricted.","this whitepaper, any part thereof and any copy thereof must not be taken or transmitted to any country where distribution or dissemination of token sale or initial coin offering like the one described in this whitepaper is prohibited or restricted.",0.827455819
UNetwork.docx@AllSports.docx,"all statements contained in this whitepaper, statements made in press releases or in any place accessible by the public and oral statements that may be made by the foundation, the distributor and/or the u network team may constitute forward-looking statements (including statements regarding intent, belief or current expectations with respect to market conditions, business strategy and plans, financial condition, specific provisions and risk management practices).","all statements contained in this whitepaper, statements made in press releases or in any place accessible by the public and oral statements that may be made by the foundation and/or the all sports team may constitute forward-­‐looking statements (including statements regarding intent, belief or current expectations with respect to market conditions, business strategy and plans, financial condition, specific provisions and risk management practices).",0.827414393
Eximchain.docx@Cook-Whitepaper-3.docx,"no offer of securities or registration
this whitepaper does not constitute a prospectus or offer document of any sort and is not intended to constitute an offer of securities or a solicitation for investment in securities in any jurisdiction.","not a sale of security

this whitepaper does not constitute a prospectus or financial service offering document and is not an offer to sell or solicitation of an offer to buy any security, investment products, regulated products or financial instruments in any jurisdiction.",0.827321172
Eximchain.docx@Carry.docx,"if any of such risks and uncertainties develops into actual events, the business, financial condition, results of operations and prospects of eximchain could be materially and adversely affected.","if any of such risks and uncertainties develops into actual events, the business, financial condition, results of operations and prospects of carry or its affiliates could be materially and adversely affected.",0.827296138
Komodo.docx@Chia.docx,"the number 51% derives from the fact that to successfully perform this attack, the attacker must add enough hashing power to the overall pow network to form a majority of the hash rate.","as mentioned, in this attack we consider an adversary who controls the majority of the hashing power, called a 51% adversary.",0.827292323
IHTRealEstateProtocol.docx@Primas.docx,this document by no means shall be treated as an investment contract or an element of an investment contract or an offer to become a party to an investment contract.,"this document does not constitute and shall not be construed as a transaction offer or an invitation to transact any form of securities, neither is it a contract or promise in any form.",0.827232063
QuarkChain.docx@PACcoin.docx,this approach aims to greatly expand the usability of blockchain technology without sacrificing its core features of security and decentralization.,this feature has to be deployed in a fashion that will both improve privacy and fungibility in such a way that the blockchain doesn’t hurt the credibility of the original blockchain.,0.827197671
Bottos.docx@HTMLCOIN.docx,"the governance structure is designed to ensure the sustainability of the community development, the effectiveness of fund management and the security of fund raising.","governance structure
the design of the foundation’s governance will be based on sustainability, management, quality leadership, and maintaining a strong financial basis for the projects in the open source community.",0.827114344
